OCCU_DESC,WK_TYPE,CJOB_TYPE,CJOB_NAME1,CJOB_NO,CJOB_NAME2,AVAILREQNUM,STOP_DATE,JOB_DETAIL,CITYNAME,EXPERIENCE,WKTIME,SALARYCD,SALARY_L,SALARY_U,EDGRDESC,URL_QUERY,COMPNAME,TRANDATE
"日本料理見習廚師 ■無經驗可→(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160206,廚師助理,6,20220615,"1.清洗準備食材。2.學習並實做日式餐點。3.協助出餐品質與順序。4.工作區域環境清潔整理。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,無,輪班二班制,月薪,30000,34000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=49156&HIRE_ID=11212277","欣葉國際餐飲股份有限公司",20220526
"居家照顧服務員(台北市)",全職,17,醫療／美容／保健,170113,照顧服務員,5,20221231,"服務內容：為居家失能者、失智者、有照顧需求者提供以下服務：1.身體照顧：身體清潔、翻身拍背、肢體關節活動等2.日常生活照顧：餐食照顧(備餐/餵食/灌食)、安全看視、陪伴服務等3.外出服務：陪同外出、陪伴就醫等4.家事服務：家務整理、代購/代領/代送服務等5.經醫事專業人員指導執行之照顧輔助性服務，",台北市不限,無,日班、夜班、中班,時薪,200,400,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2432577&HIRE_ID=11072769","耀生長期照顧服務股份有限公司附設臺北市私立耀生居家長照機構",20220321
"貨車收派員（快遞員） ■無經驗可「此為線上就業博覽會」",全職,15,物流／運輸／資材,150104,外務及快遞人員,15,20220615,"1.負責區域內文件、包裹收送2.負責日常客戶關係建立與維護3.需具職業駕照111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,無,日班,月薪,40000,100000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=693429&HIRE_ID=11225755","台灣順豐速運股份有限公司",20220602
"愛情紅娘顧問-台北（業務）",全職,02,業務／貿易／銷售,020102,業務人員,2,額滿為止,"你口才好、反應快嗎？有讓人信任的真誠特質嗎？是的，我們在找你！內勤業務，不用吹風淋雨。。解決交不到男女朋友的問題，才是真正的交友平台。我們不只提供管道，還解決您的交友疑惑，擁有最高的成功約會及配對率 ！＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝本公司品牌「戀戀未來」提供全方位交友服務：https://www.futurelove.com.tw/1.招募新進單身男女客戶，為他們量身訂作脫單方案。2.了解會員單身問題並給予外型、感情建議，安排1對1實體約會或內外提升改造。3.約會後關懷客戶4.熱愛與人接觸、傾聽5.需有業務工作經驗或相關經驗2年以上 需要特質：親和力、配合度、業務能力。底薪＋業績獎金：30，000~70，000元。月休八日（固定休星期一，排休制，假日彈性上班。）加分：會外型穿搭或彩粧經驗  (可以改造會員外型)，，",台北市中正區,2年以上,中班,月薪,30000,70000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2322629&HIRE_ID=11203773","振美全球網路股份有限公司",20220524
"操作OP",全職,15,物流／運輸／資材,150201,交通運輸部門主管,1,額滿為止,"依據行車需要，規劃調度交通運輸工具的班次時間、人員。",台北市松山區,2年以上,日班,月薪,30000,32000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=291933&HIRE_ID=11143405","華德通運股份有限公司",20220423
"木作師傅/油漆師傅",全職,11,營建／製圖／施作,110310,裝潢工,5,20220612,"◎#16 1.基本室內裝潢依照施工圖執行2.確保施工階段可行性3.與監工或設計師溝通，確認細項4.依工程表施工完成(各工程進度表)",台北市中山區,2年以上,日班,依學經歷、證照核薪(每月經常性薪資達4萬元以上),,,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=45202&HIRE_ID=11115971","三商美福室內裝修股份有限公司",20220412
"西餐廚師／廚助（金色三麥餐廳）■無經驗可(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160202,中/西餐烹飪廚師,10,20220615,"1.將好食材做成「顧客與相機」都愛吃的美味料理。2.對於餐飲工作有「冒火」般的熱情與喜愛。3.願意用「太空」的等級為顧客安全做把關。4.認同「英雄淡出團隊勝出」的團隊理念。5.擁有很棒的適應力，能與不同的團隊合作。6.未來有志成為能夠獨當一面的「廚房長」。7.本身已擁有成為餐飲職人的入場卷-中／西餐丙級證照。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",新北市不限,無,日班、夜班、輪班二班制,月薪,32000,35000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2216585&HIRE_ID=11168339","金色三麥餐飲股份有限公司",20220505
"企業部門-國內業務主管",全職,02,業務／貿易／銷售,020101,業務主管,1,額滿為止,"我們的服務內容小至私人電腦維修，大至企業資訊部門，提供雲端設備NAS、網路建置、電腦相關設備維護等一條龍服務，蓋斯克團隊，就是企業的私家MIS在這裡你談的不單單是產品，而是每個企業的必需品！職務內容:1.開發潛在客戶，拓展市場，以達成業績目標2.定期拜訪客戶，維繫穩定客戶關係3.負責業務推展，傳達及說明各項業務重大訊息、活動及產品內容4.協調統合客戶需求與公司政策，達到業績成長最大化5.進行專案之企劃、推行、導入、追蹤，並負責業務開發與整合管理6.了解業務產品需求及規劃，跨部門和原廠間的溝通協調7.指導、協調各項商品的銷售與服務活動。 8.蒐集、分析客戶或產品之相關情報；觀察、瞭解顧客的偏好，以決定未來銷售的重點。 9.帶領業務人員達到預訂之業績目標，負責客戶維護及開發新客戶。 銷售產品: (1) NAS雲端儲存方案銷售 (2) Microsoft AD/Exchange整合方案銷售 (3) Microsoft雲端及虛擬化方案銷售 (4) 企業IT資訊軟硬體設備銷售 (5) 企業IT資訊網路資安解決方案銷售 (6) 企業IT資訊維護服務方案銷售 (7) 企業網路建置方案銷售 福利制度 : 1. 月薪＋業績獎金 2. 彈性上、下班時間制度(9:30~18:30或10:00~19:00)，週休二日 3. 在職產品教育訓練(產品及專業知識訓練)※如有相關經驗薪資從優另議 ※無需具工程背景，會有專業培訓課程 ※想要挑戰高薪，歡迎加入",台北市中山區,2年以上,日班,月薪,45000,80000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2325805&HIRE_ID=11120837","蓋斯克科技有限公司",20220413
"業務助理",全職,02,業務／貿易／銷售,020103,業務助理,1,額滿為止,"協助業務人員執行業務推廣，完成銷售工作，並執行業務相關的行政、後勤工作。，，",台北市萬華區,無,日班,月薪,25250,26000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2351479&HIRE_ID=11215401","富裕生物科技有限公司",20220527
"會計專員，助理",全職,04,財務／金融／保險,040104,主辦及成本會計,1,額滿為止,"1. 三年以上會計實務經驗。如應徵助理，年資不限。2. 熟悉會計報稅作業。3. 熟excel， word文書軟體。4. 中打速度50字，英打40字以上。◎ 應徵時請註明：應徵AL(Advance Level)或EL(Entry Level)。AL：已有5-8年經驗者。起薪範圍是31，000~36，000元。EL：沒有經驗或需受培訓者。起薪範圍在26，000~31，000元。◎ 應徵方式：請依台灣就業通網站上，本公司之公司介紹頁面所寫的「應徵方式」投遞履歷。",台北市信義區,無,日班,月薪,26000,36000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=761560&HIRE_ID=11198513","俊華電子企業股份有限公司",20220601
"",全職,12,新聞／出版／印刷,120190,其它雙語翻譯人員,6,20220622,"文件翻譯、書寫、協助外國人上產線及生活管理",台北市中正區,無,日班,月薪,26000,30000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=74098&HIRE_ID=11219135","鎵興國際股份有限公司",20220531
"內場正職人員(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,30,20220615,"1.負責洗、剝、削、切各種食材，以完成烹飪的前置工作。2.依照顧客點購的餐點，調理出色香味形器兼備的美味料理。3.於出餐時負責料理擺盤並確認擺盤份量&品質之工作。4.工作區域整理&清潔。5.人員訓練相關學習。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,無,輪班三班制,月薪,30000,33000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=516228&HIRE_ID=11198699","雲雀國際股份有限公司",20220518
"【內湖區】健康中心臨時人員",全職,01,經營／行政／總務,010206,行政助理,10,額滿為止,"1.居家隔離者/確診者民眾關懷服務2.接觸者匡列以及通知3.快篩試劑發放以及配送4.協助預防接種資料之建置及開立5.臨時交辦事項報名方式：(請勿電洽或親洽，合者通知面試時間)一、紙本郵寄：110臺北市信義區市府路1號2樓東南區  臺北市政府衛生局人事室 蘇治瑋先生  1999(外縣市請撥02-27208889)轉7146三、其他：至台北就業大補帖【https://www.okwork.taipei/ESO/報名/招募活動/ 選「臺北市衛生局及所屬健康中心增聘臨時人員」】",台北市內湖區,1年以上,日班、中班,時薪,230,230,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=152365&HIRE_ID=11145229","臺北市政府產業發展局等(衛生局、公燈處、環保局)",20220429
"【寶雅】 門市服務人員-東湖康寧店)",全職,06,客服／門市,060202,賣場（人員／儲備幹部）,3,額滿為止,"1.商品陳列、補貨上架。2.倉庫整理、賣場環境維護。3.提供顧客之接待與需求服務。4.POS系統操作，顧客收銀結帳。5.服務台辦卡/寄物/退換貨。6.協助同事工作，完成主管交辦事項。",台北市內湖區,無,日班、中班,月薪,28900,28900,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=17555&HIRE_ID=11211777","寶雅國際股份有限公司",20220526
"行政人員",全職,01,經營／行政／總務,010206,行政助理,2,額滿為止,"•	協助主管及專業人員處理一般行政業務工作。，1. 負責一般文書資料處理工作。 2. 維護、更新、管理各類文件檔案（如：合約、會議記錄、書目資料、活動文件）和資料庫系統。 3. 完成工作時程表，管理行事曆，並負責會議協調與安排。 4. 準備會議議程，參與會議並撰寫會議記錄。 5. 負責費用預估、控管及報表製作。 6. 負責收發公文並處理會簽文件。 7. 判斷、分類並分送郵件，回覆郵件，並整理待寄送的郵件。 8. 負責簡單零用金管理，並負責前往銀行進行提存交易。 9. 負責文具用品之預估及請領。 10. 協助辦理員工福利事項。",台北市文山區,無,日班,月薪,30000,40000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2438241&HIRE_ID=11220075","融憲國際科技有限公司",20220602
"中班作業員",全職,10,技術／維修／操作,100390,其它機械操作員,5,額滿為止," ☺工作內容☺ 1.機台操作 2.產品目檢3.產品包裝，出貨4.需先於日班受訓，完成訓練後才會下中班☺工作時間☺中夜班:15:00-24:00☺工作環境☺環境舒適(有空調)穿著靜電外套.靜電手環.靜電拖鞋☺薪資＆休假制度☺月薪$28，000~$32，000薪資依工作經驗核薪中夜班津貼$6，000元/月週休二日(週六需依照產能狀況配合加班，加班費另計)☺ 其他☺☑須配合加班，加班時段依照勞基法給予加班費☑ 春節節金一個月(未滿一年依在職比例計算)☑ 每季績效獎金☑ 員工健康檢查",台北市內湖區,無,中班,月薪,28000,32000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=598310&HIRE_ID=11192813","岱鐠科技股份有限公司",20220517
"全職醫務助理",全職,17,醫療／美容／保健,170110,診所助理,2,額滿為止,"1. 協助全職物理治療師引導病人完成相關治療2. 協助診所相關環境整潔等事項",台北市萬華區,1年內,日班、輪班二班制、中班,月薪,26000,29000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2226419&HIRE_ID=11122253","松柏復健科診所",20220414
"電話客服人員 (台北總公司)",全職,02,業務／貿易／銷售,020302,電話行銷人員,6,額滿為止,"行銷.服務純內勤工作環境，不用日曬風吹雨淋~同時提供優渥業績獎金，與您嚮往的外商公司福利：☆ 薪資保障「讚」：內部編制正職員工，薪水不倒扣。(無經驗可)☆ 吸引人才「讚」：相關經驗、資深或同行人員，薪+獎$40,000起。☆ 名單品質「讚」：公司團隊開發，優於業界、讓成交速度更快。 ☆ 明星商品「讚」：德國騰德姆斯+SGS雙認證。 ☆ 高額收入「讚」：純內勤，享豐厚獎金，任職半年以上平均月薪資5-10萬。 ☆ 百萬年薪「讚」：升遷透明，肯努力，挑戰百萬年薪不是夢。 ☆ 完整培訓「讚」：專業認證營養師提供完整教育訓練。立即上班，立即賺大錢。 ☆ 公司環境「讚」：舒服的工作環境，擁有自己的辦公區域。 ☆ 公司福利「讚」：一年有三次上國內外旅遊(歐美澳之旅不是說說而已)*近民權西路捷運站附近5分鐘，圓山華南大樓。",台北市中山區,無,日班,月薪,25250,40000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1000371&HIRE_ID=11222799","東洋生物科技股份有限公司",20220601
"業務規劃",全職,21,行銷／企劃／專案,210104,產品行銷企劃人員,3,20231231,"負責「攝影課程」「影音編輯」「行銷企劃」招生、綜合業務規劃",台北市內湖區,3年以上,日班,月薪,25250,35000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=384895&HIRE_ID=8785875","中國新聞教育有限公司",20210813
"業務企劃(此為線上就業博覽會)",全職,02,業務／貿易／銷售,020307,廣告AE業務人員,1,20220615,"．此職務主要為開發及服務加盟授權商：1.具業務企劃特質，喜歡交友、熱心服務、愛賺錢、企圖心強烈，並認為自己天生就該從商。2.不滿呆板朝九晚六，只要有商業可能，縱使晚上、假期，馬上活力十足。3.個性外向、積極樂觀，想成為一流的行銷業務經理人，或借機創業當老闆者。4.自認擅長規劃業務方案與推銷，能陌生開發者。5.善於企劃甚至製作文宣資料者。．區域加盟服務商事業是屬集團之新事業單位，有規劃性地培養更多的區域夥伴，若加入的夥伴能做出貢獻，集團亦編列經費協助內部創業。．加盟授權事業業務企劃的工作為：1.開發加盟或授權經營者。2.有效率維護上述經營者之關係。3.區域業務發展規劃與執行。4.有客戶關係維護之業務經驗者，優先考量！．有加盟展需配合111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市中山區,3年以上,日班,月薪,30000,45000,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2420401&HIRE_ID=11220057","創鑫生機股份有限公司",20220531
"八海食潮-晚班及假日兼職",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20220724,"1.外場服務:接待,點餐,送餐,結帳,環境清潔2.內場協助:備料,製作餐點,餐具清潔",台北市中正區,無,夜班,時薪,168,170,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=993167&HIRE_ID=11207351","八海國際餐飲股份有限公司",20220524
"外場服務人員人員",全職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20220727,"1.餐廳顧客桌邊服務2.菜單介紹及顧客問題回應3.顧客滿意度維繫4.門店營運現場管理作業協助工作時間：每周至少一例一休，排班制依各門店營業時間需求安排每日正常工時8小時(不含1~3小時休息時間)",台北市不限,無,日班、中班,月薪,28000,28000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=1128722&HIRE_ID=11214647","這一鍋餐飲股份有限公司",20220527
"酒類經銷業務人員",全職,02,業務／貿易／銷售,020102,業務人員,1,20230227,"針對企業、團體或個人，從事商品或服務之國內外銷售、業務推廣、客戶開發等工作。需有酒類產品相關工作經驗。有精品業相關經驗者優先錄取。會Photoshop尤佳。",台北市大安區,1年以上,日班,月薪,30000,40000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2445337&HIRE_ID=10888969","汰暄國際貿易有限公司",20220125
"R ＆ D 副理",全職,21,行銷／企劃／專案,210204,產品企劃主管,1,額滿為止,"熟電子、資訊、貿易，具多項通才職能者。1. 應徵時請同時附上：中英文履歷表與自傳。2. 應徵方式：請依台灣就業通網站上，本公司之公司介紹頁面所寫的「應徵方式」投遞履歷 。",台北市信義區,5年以上,日班,月薪,50000,60000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=761560&HIRE_ID=11221353","俊華電子企業股份有限公司",20220601
"【南西門市】兼職晚班-收銀計時人員",全職,06,客服／門市,060202,賣場（人員／儲備幹部）,3,20221231,"【我們的工作】① 專職櫃台收銀結帳 。② 協助賣場工作。③ 行銷活動促動。④ 主管交辦事項。【我們的福利】♫ 端午中秋禮券、生日禮券♫ 部門聚餐、中秋聚餐♫ 員工購物優惠、結婚禮金、喪葬慰問金、生育禮品、學生獎助學金【上班時間】☑ 18：30-23：30☑ 月休/排休制，每月最低排班80小時【鄰近商圈】☑ 南西商圈☑ 捷運中山站★更多金興發資訊可參考官網★網址：https://www.jsf.com.tw♫ 師大門市：台北市師大路39巷4-10號♫ 南西門市：台北市中山區南京西路5-1號♫ 永和門市：新北市永和區永平路16號♫ 士林門市：台北市士林區文林路120號♫ 城中門市：台北市中正區重慶南路一段71號♫ 台大門市：台北市大安區羅斯福路四段1號(小福樓)♫ 三和門市：新北市三重區中央北路3號♫ 通化門市：台北市大安區臨江街81號",台北市中山區,無,夜班,時薪,168,168,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=983539&HIRE_ID=10917287","金興發股份有限公司",20220110
"(Sr.) Data engineer「此為線上就業博覽會」",全職,08,資訊／軟體／系統,080302,系統分析師,2,20220615,"（一）資料分析：1.確認資料，分析且能轉譯複雜的資料集引入資料庫。2.當需要的時候，能引入業務需要的第三方資料。3.優化資料搜集流程，建置資料分析平台。4.資料模型設計,優化及負責資料來源與所設計資料模型間資料轉換的定義。（二）資料倉儲：1.資料處理，清洗和確認資料分析的完整性。2.開發資料庫，資料搜集系統，資料分析和其他能優化運算效能和資料品質的流程。3.建置異常監控系統，以便確保效能和資料品質。（三）資料庫管理：1.資料庫架構評估、規劃與建置／資料庫軟體安裝與升級。2.資料庫備份規劃與建置／資料庫備援規劃與建置。3.資料庫安全機制規劃與建置／資料庫障礙排除與災後復原。4.資料庫監控（備份、效能、安全性）／資料庫效能調校（OS, DB, SQL調校）。5.提供諮詢並處理使用者使用資料庫的相關問題／資料庫變更服務執行。（四）電信大數據平台設計及管理。1.負責電信大數據平台管理及相關開發。2.TDX相關api規劃及設計。3.配合及協助電信大數據分析團隊產製相關分析資料集所需報表。（五）團隊合作1.良好的溝通能力，讓產出的資料能有效的協助客戶使用。2.良好的表達能力和報表呈現技巧，能讓非技術相關的客戶，也能輕易理解。3.與公司內部相關的分析團隊和技術團隊，密切的合作，共同解決複雜的業務需求。4.協助管理單位排序業務需求和資訊內容的輕重緩急。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,3年以上,日班,月薪,40000,65000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=44531&HIRE_ID=11190787","遠傳電信股份有限公司",20220516
"營運行政人員(安穩僱用計畫2.0)",全職,01,經營／行政／總務,010206,行政助理,1,20220730,"工作內容：· 進出口貿易：船務、報關、運輸等文件製作及相關事務處理· 訂單、庫存管理：進貨、出貨、庫存調度與控管· 供應商、客戶資料維繫· 一般文書資料處理及歸檔· 行政工作及總務事項處理· 辦公室環境整理與設備維護· 主管交辦事務處理※請勿親洽或電洽，不合適者恕不另行通知，感恩！",台北市中山區,1年以上,日班,月薪,26000,30000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2348275&HIRE_ID=11218073","樂腹食業有限公司",20220530
"支援大夜(信義站6/30現場徵才)",全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,5,20220630,"負責店舖各項庶務工作(如：收銀、清潔、補貨及店長交辦事項等)，另需依主管指派於負責區域內各店舖進行支援",台北市不限,無,夜班,月薪,35000,35000,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=105593&HIRE_ID=11226999","全家便利商店股份有限公司",20220602
"車縫／裁縫類人員",全職,10,技術／維修／操作,100314,車縫／裁縫類人員,3,20220619,"1.樣品車縫生產，以每日完成10件為目標。2.與版師溝通、簡化做工已達成客戶需求。3.須熟悉平車、拷克、三本、滾三本、四針六線、鎖眼、釘扣、打結等車種操作者及各種機台調整。",台北市中山區,3年以上,日班,月薪,25250,35000,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=73895&HIRE_ID=11130165","南緯實業股份有限公司",20220419
"《6/16艋舺站小徵》欣葉日本料理內場助理廚師",全職,16,旅遊／餐飲／休閒,160206,廚師助理,10,20220616,"1.依工作站分配，做食材的前置處理及準備食材 2.負責日式握壽司、手卷及各種壽司之製作 3.協助廚師做各類日式料理，包括前菜、涼菜、中華料理、燉湯、處理及準備生魚片 本公司特聘來自日本的廚師顧問開發新菜色，在""欣葉""可以學習正統的日式料理做法 【6/16(四) 下午2:00-4:00 ,艋舺站辦理微型現場徵才活動】",台北市不限,無,輪班二班制,月薪,34000,38000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=49156&HIRE_ID=11221753","欣葉國際餐飲股份有限公司",20220601
"傳送員",全職,17,醫療／美容／保健,170190,其他醫院從業人員,1,20220716,"急診傳護送病人及病人資料、協助護理站工作",台北市中山區,無,日班,月薪,25250,25250,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=29808&HIRE_ID=11191179","臻霖實業股份有限公司",20220516
"工地主任(具公共工程or建案經驗10年以上)",全職,11,營建／製圖／施作,110103,營造工程師,2,額滿為止,"規劃工程現場的進度、管控成本、人力調度及勞工安全衛生等工程管理工作。",台北市中山區,無,日班,月薪,60000,75000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=259131&HIRE_ID=11209551","毅成建設股份有限公司　　　　　",20220527
"日本料理助理→(此為線上就業博覽會)",全職,16,旅遊／餐飲／休閒,160206,廚師助理,10,20220615,"1.依工作分配食材前處理。2.負責握壽司手卷及各種  壽司製作。3.依分配負責料理出餐。4.工作區域環境清潔整理。111年5月1日~6月15日「OKWORK‧畢業季」線上就業博覽會線上履歷投遞開放時間：即日起至 111年6月15日止洽詢電話：02-2338-0277想要知道更多活動資訊詳情請查詢 www.okwork.taipei",台北市不限,2年以上,輪班二班制,月薪,34000,38000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=49156&HIRE_ID=11212221","欣葉國際餐飲股份有限公司",20220526
"助理(半天班)",兼職,02,業務／貿易／銷售,020103,業務助理,1,額滿為止,"協助業務人員執行業務推廣，完成銷售工作，並執行業務相關的行政、後勤工作。協助主管交辦事項工作時段面試時可選擇後固定(1)上午班 8:00~12:00 任選連續的3-4小時",台北市文山區,無,日班、部份工時：08時00分至12時00分、中班,時薪,168,168,不拘,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2411541&HIRE_ID=11225169","美樂福國際開發有限公司",20220602
"客服及物流人員",全職,06,客服／門市,060102,客戶服務人員,1,20220717,"［基督教福音機構］* 對基督教福音事工有負擔和熱忱，穩定在教會聚會。* 有責任感且獨立作業能力，同時具備協調彈性，樂於和團隊交流。* 需具備英文讀、寫能力。* 有物流經驗為佳。［加分條件］* 在教會以專業服事，或具備福音機構工作經驗。",台北市松山區,無,日班,月薪,28000,35000,專科,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2367887&HIRE_ID=11192953","社團法人國際讀經會台灣總會",20220517
"",全職,02,業務／貿易／銷售,020103,業務助理,1,20220709,"業務相關作業",台北市內湖區,無,日班,月薪,30000,,大學,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=440081&HIRE_ID=11173255","晉曜有限公司",20220509
"門市展銷人員(安穩僱用2.0)",全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,10,20220705,"1.商品陳列與銷售：商品陳列與佈置、商品功能介紹與推薦…等相關業務。 2.商品管理：清潔、維護、查補、盤點、滯銷、庫存、效期管理、檔期換檔…等相關業務。 3.活動業務：檔期及各式活動舉辦與執行…等相關業務。 4.服務業務：顧客服務與接待、商品諮詢服務、退換貨處理、贈品兌換、客訂單處理、商品包裝…等。 5.基礎業務：環境/貨架清潔與異動/維護、商品搬運 6.主管交辦事項。",台北市不限,無,輪班二班制,月薪,25250,27000,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=927016&HIRE_ID=11166643","里仁事業股份有限公司",20220505
"Mo-Mo-Paradise【台北京站】內場兼職",兼職,16,旅遊／餐飲／休閒,160207,餐飲服務及接待員,5,20220718,"#13★◎1. 負責食材準備、各項餐點製作2. 協助進貨清點、歸位及後續處理3.開店前準備及閉店整理作業4.洗滌與環境清潔5. 完成主管交付工作",台北市大同區,無,部份工時：時分至時分,時薪,180,200,高職,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2831&HIRE_ID=11197687","三澧企業股份有限公司",20220518
"門市人員(符合安穩雇用2.0計畫)",全職,06,客服／門市,060203,專櫃／門市（人員／儲備幹部）,20,20220630,"商品陳列/補貨/收貨驗收/結帳收銀/賣場清潔",台北市不限,無,輪班二班制,月薪,25250,25250,高中,"https://job.taiwanjobs.gov.tw/Internet/jobwanted/JobDetail.aspx?EMPLOYER_ID=2330241&HIRE_ID=10818457","三商家購股份有限公司",20211118
